Site,Col_Company,Col_Recruit,Col_detail,Col_url
Job_Korea,㈜하이퍼포커스,킹툴즈 PC/모바일 개발,"서울 강남구, 신입·경력, 학력무관, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49633972?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=2&sc=808
Job_Korea,SFA반도체㈜,2026년도 부문별 신입/경력 채용,"충남 천안시, 신입·경력, 고졸, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49584895?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=6&sc=630
Job_Korea,㈜코미코,2026년 하반기 사무직군 KoMiCo 수시채용,"경기 안성시, 신입·경력, 학력무관, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49588230?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=7&sc=630
Job_Korea,㈜세라젬,"㈜세라젬 AX부문(AI, IT) 경력직 채용","서울특별시 강남구, 신입·경력, 고졸, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49569011?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=8&sc=630
Job_Korea,㈜씨에스리,[CSLEE] AA/SWA 영역 아키텍처 전문가 상시 모집,"서울 마포구, 신입·경력, 대졸, 프리랜서",https://www.jobkorea.co.kr/Recruit/GI_Read/49555380?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=3&sc=808
Job_Korea,계양전기㈜,계양전기㈜ 2026년 3분기 경력사원 2차 채용,"서울 강남구, 신입·경력, 고졸, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49633184?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=9&sc=630
Job_Korea,넛지헬스케어㈜,[캐시워크] 데이터분석 담당 채용전환형 인턴,"서울 강남구, 신입·경력, 대졸, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49326262?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=10&sc=630
Job_Korea,넛지헬스케어㈜,[캐시워크-병역특례] 데이터분석 병역특례 대상자 모집,"서울 강남구, 경력무관, 학력무관, 인턴",https://www.jobkorea.co.kr/Recruit/GI_Read/49323956?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=11&sc=630
Job_Korea,㈜컨포트랩,[신입/경력] 제조 AI 프로젝트 엔지니어(FDE) 추가 채용,"서울 송파구, 신입·경력, 대졸, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49531129?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=4&sc=808
Job_Korea,송파여성인력개발센터,[전액지원] AX융합 데이터분석·시각화 전문인력 양성과정 교육생모집,"서울 송파구, 경력무관, 초대졸, 인턴",https://www.jobkorea.co.kr/Recruit/GI_Read/49365303?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=12&sc=630
Job_Korea,파이브스페이스,[파이브스페이스(아더에러)] 신입/경력 부문별 채용,"서울 성동구, 신입·경력, 학력무관, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49572703?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=13&sc=630
Job_Korea,㈜아크라인소프트,sw개발 및 데이터분석,"서울 금천구, 신입·경력, 대졸, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49646526?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=14&sc=630
Job_Korea,㈜아우라맨션,백엔드개발자·AI데이터분석·마케터 정규직 채용,"서울 광진구, 경력무관, 학력무관, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49509486?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=15&sc=630
Job_Korea,(주)우아한형제들,각 부문별 경력/신입 인재영입,"서울, 신입·경력, 학력무관, 계약직",https://www.jobkorea.co.kr/Recruit/GI_Read/47594333?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=16&sc=630
Job_Korea,㈜팔팔판다중고차 수원1호지점,수원]중고차 전략기획실 담당자(시장조사·데이터분석·마케팅기획),"경기 수원시, 신입·경력, 학력무관, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49534456?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=17&sc=630
Job_Korea,㈜파오스파트너스,"(주)파오스파트너스 -DB관리, DB생성, DB분석 채용","서울 용산구, 경력무관, 초대졸, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49632265?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=18&sc=630
Job_Korea,㈜텔몬,"온라인마케팅, 마케팅기획 관리, 사무보조데이터분석","서울 금천구, 신입·경력, 학력무관, 정규직",https://www.jobkorea.co.kr/Recruit/GI_Read/49549120?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=19&sc=630
Job_Korea,팀스파르타㈜,[대규모 모집/재택근무] 2026 데이터분석 튜터 모집,"대한민국 서울특별시, 신입·경력, 학력무관, 프리랜서",https://www.jobkorea.co.kr/Recruit/GI_Read/49636062?Oem_Code=C1&logpath=1&stext=%EB%8D%B0%EC%9D%B4%ED%84%B0%EB%B6%84%EC%84%9D&listno=20&sc=630
